diff,top_level_label
"- intl=list(map(int, input().split))
+ intl=list(map(int, input().split()))",call
"-     s = input()
+     s = input().strip()",call
"- a.sort()
+ a.sort(reverse = True)",call
"-     X.sorted(reverse = True)
+     X.sort()",identifier
"-     if 'F' in S[:a]:
+     if 'F' in S[a:]:",control_flow
"- if dfs(0,[0]*m,0)==float(""inf""):
+ dfs(0,[0]*m,0)
+ if ans == float(""inf""):",control_flow
"- print(""YES"" if (a + b - 1) / 2 >= b else ""NO"")
+ print(""YES"" if (a + 1) / 2 >= b else ""NO"")",expression
"- elif(a[0]==a[1] or [1]==a[2]):print(""Yes"")
+ elif(a[0]==a[1] or a[1]==a[2]):print(""Yes"")",control_flow
"- h.sort()
+ h.sort(reverse=True)
- h = h[k+1:]
+ h = h[k:]
+ ",expression
"-     if i%3>0 or i%5>0:
+     if i%3>0 and i%5>0:",control_flow
"-     l_str = S[0:N//2-1]
+     l_str = S[0:N//2]",expression
-     print(A),call
"- print(ac,bc)",call
"- print(list[(list.index(S)+1)]%3)
+ print(list[(list.index(S)+1)%3])",call
"-   c += float(a[0])*38000
+   c += float(a[0])*380000.0",expression
"- a, p = map(int(), input().split())
+ a, p = map(int, input().split())",call
"- cnt1,cnt2,cnt3=0,0,0 # 4の倍数、2の倍数
+ cnt1,cnt2,cnt3=0,0,0
- cnt3+=cnt2//2
+ cnt1+=cnt2//2
- print('Yes') if cnt3>=n//2 else print('No')
+ print('Yes') if cnt1>=n//2 else print('No')",identifier
- print(H),call
- print(ss),call
"- print(int(b//x - a//x))
+ print(int(b//x - (a-1)//x))",call
"- n = int(input)
+ n = int(input())",call
"-         print(i)
+         print(sign[i])",call
+         break,control_flow
"-               understand_li[j] += li[i][j]
+               understand_li[j] += li[i][j+1]",expression
- print(sk),call
"- 
+  
- b = int(float(b)*100)
+ b = int(float(b)*100+0.5)
- 
+  ",assignment
"+ 
+ ns.append(n)",call
"- N = int(input().split())
+ N = int(input())",call
"-         a[i].append(j)
+         a[i].append(j+n-1)",expression
+ l.sort(),call
"- print(A,B)",call
"- 	if x==0 & y==0:
+ 	if (x==0) & (y==0):
+ 	
+ 	if x<=y:
+ 		print(x,y)
- 		if x<=y:
- 			print(x,y)
- 		else:
- 			print(y,x)
+ 		print(y,x)",control_flow
-     print(ans),call
"-     print((-(-n//(k-1))) if n > 3 else 1)
+     print((-(-(n-1)//(k-1))) if n > 3 else 1)",call
"- print(mark)
+ ",call
+ l.sort(),call
"- print(res-(comb_a+comb_b)%mod)
+ print((res-(comb_a+comb_b))%mod)",call
"-     mx = max(mx, mn - i)
+     mx = max(mx, i - mn)",expression
"- print(len(people))
+ print(N - len(people))",expression
"- 
+ x = []",assignment
"-         count_WA += 1
+         count_TLE += 1
-         count_WA += 1
+         count_RE += 1",identifier
"- print(S+T)
+ print(T+S)",expression
"-     print(zo, leng)
+ 
+ 
+ 
+ 
+ 
+ 
+ print(leng)",call
"+ #print(p)
- print(len(p) + 0 if p[0][0] == 1 else 1)
+ print(len(p) + (0 if p[0][0] == 1 else 1))",call
"- if query[0] == ""1"":print("""".join(s)[::-1])
+ if t == 1:print("""".join(s)[::-1])",control_flow
+ print(ans),call
"+ 	if x > y :
- 	x,y = y,x
+ 		x,y = y,x
+ 		",control_flow
"-         W += AC[n]
+         W += WA[n]",identifier
"+     print(count)
-     
+ 
-     print(num+count + 8)
+         print(num+count + 8)
+ 
+ 
+ ",call
- print(A),call
"-     kakudo = kakudo - 180
+     kakudo = 360 - kakudo",expression
"-     diviser.sort()
+     diviser.sort(reverse=True)",call
"+ 
+ print(minrate, maxrate)",call
"-         B = K - A
+         B = B - (K - A)",assignment
"-         print(lst)
-             
+ ",call
"-             a.extendleft(v)
+             a.appendleft(v)",identifier
"-     sum = [0,0,0]
+     sum = [0]*m
-                  ",assignment
- print(l),call
"- 
+  
- 
+  
- 
+  
- N=10**5",assignment
"- if ok:
+ if ok or S == KEY:",control_flow
-     print(a),call
"+ if 1 not in A:
- Dp[1] = 1
+     Dp[1] = 1",control_flow
"- print(a*b, 2(a+b))
+ print(a*b, 2*(a+b))",call
"+   N -= 1
-   name =  chr(ord('a')-1+N%26) + name
+   name =  chr(ord('a')+N%26) + name",expression
"-     print(s)
+     print(s+(n-j))",expression
"- for i in range(n):
+ for i in range(1,n+1):",call
+         break,control_flow
"- print((7-wee.index(input()))%7)
+ print((7-wee.index(input())))",expression
"-     x=X+1+i
+     x=X-K+1+i",assignment
"- print(l,r)
+ print(l)",call
"- print("""".join(map("""".join,zip(input(),input()))))
+ print("""".join(map("""".join,zip(input(),input()+"" ""))))",expression
"- print(cities)
- a = []
+ a=[]",call
"- 
+  
- for i in range(N):
+ for i in range(1,N+1):",call
- l[0]=0,assignment
"- n = input()
+ n = int(input())
-     a, b, c = map(int, input().strip().split())
+     a, b, c = sorted(map(int, input().strip().split()))",call
- print(dp),call
"- if '1' not in l:
+ if 1 not in l:
- elif '2' not in l:
+ elif 2 not in l:",control_flow
+ print(*a),call
"- if a < 9:
+ if a[1] < 9:",control_flow
- print(A),call
"+ 
- target_c = s[k]
+ target_c = s[k - 1]",assignment
"- for i in range(K+1, N+1):
+ for i in range(K, N):",expression
"+ 
- print(n - k)
+ print(k - 1)",expression
"-         print(rsq.call_search(index, num))
+         print(rsq.call_search(index - 1, num - 1))",expression
"-         dp[i + j] = min(dp[i + j], dp[i] + abs(h[i] - h[i + j]))
+         dp[i + j] = min(dp[i + j], dp[i-1] + abs(h[i+j] - h[i-1]))",assignment
"- print(c)
+ #print(c)
-         if c[d]==1:
+         if c[d]==1:#複数存在考慮",call
- print(p),call
"- if x == 7 or 5 or 3:
+ if x == 7 or x ==  5 or x ==  3:",control_flow
"+         if cnt == K:
+             heappush(best, -(base + nsp ** 2))
-     elif cnt == K:
-         heappush(best, -(base + nsp ** 2))",control_flow
"-   x.pop(len(x)//2+1)
+   x.pop(len(x)//2)
+   ",expression
"-     for i in range(1, N-1):
+     for i in range(N-1):",call
"-   print(K-N)
+   print(min(K-N,N))",call
"- if B_Start == A_End == ALL:
+ if B_Start == A_End == ALL and ALL != 0:",control_flow
"-     print(X, Y)
+     #print(X, Y)",call
"-         ++count
+         count = count + 1",assignment
+         judge.append(w),call
"- for i in range(n-1):
+ for i in range(n):",expression
-     print(L),call
"- for i in make_divisors:
+ for i in make_divisors(m):",call
"-     print(q)
+     #print(q)",call
"- 	Seg = SegmentTree(N)
+ 	Seg = SegmentTree(N + 1)",assignment
-     print(tpl),call
"- print(min(A,N/B))
+ print(min(N*A,B))",expression
+     return a,control_flow
"-         dic[ai] = max(dic[ai], ai)
+         use[dic[ai]] = max(use[dic[ai]], ai)",call
+ cnt=0,assignment
"- *a = map(int,input.split())
+ *a, = map(int,input().split())",call
"- s = [sorted(d.items(), key=itemgetter(1)) for d in c]
+ s = [sorted(d.items(), key=itemgetter(1), reverse=True) for d in c]",call
"- abc.sort
+ abc.sort()",call
"- print(a[n//2+1]-a[n//2])
+ print(a[n//2]-a[n//2-1])",expression
"-     print(i,s)",call
"- for a in range(int(n/2)+1):
+ for a in range(1, int(n/2)+1):",call
"- print(answer,sep='\n')
+ print(*answer,sep='\n')",call
"-   a.append(int,input())
+   a.append(int(input()))",call
"- 	ans += chr(ord(""A"") + (ord(S[i]) + N) % ord(""A"") % (ord(""Z"") - ord(""A"")))
+ 	ans += chr(ord(""A"") + (ord(S[i]) + N) % ord(""A"") % (ord(""Z"") - ord(""A"") + 1))",expression
+ res.sort(),call
"- for i in range(1,10):
+ for i in range(10):",call
"-   print(int(temp[1]))
+   print(int(temp[1]/2))",expression
"-     for i in range(int(n)):
+     for i in range(1, int(n)+1):",call
"- list_ = set([i for i in range(M)])
+ list_ = set([i+1 for i in range(M)])
+ #print(list_)",assignment
- print(R),call
"- bottle = (N+1)/small if small!=1 else N
+ bottle = (N+small-1)/small if small!=1 else N",assignment
"- b = (n-n%500) // 5
+ b = (n-500*a) // 5",expression
"- if 2*X <= Y <= 4*X:
+ if 2*X <= Y <= 4*X and A !=0:",control_flow
"- q = deque((0, -1))
+ q = deque([(0, -1)])",call
"-             dfs_visit(u, tt)
+             tt = dfs_visit(u, tt)
- ",assignment
"- if p<=n+m:
+ if p<=n+m and n<=p:",control_flow
"- print(upper(s))
+ print(s.upper())",call
"- L.append(K - A_max)
+ L.append(K + A[0] - A_max)
+     ",expression
"-                 print(a,b)
+                 #print(a,b)",call
"- if n/(k-1) > 2 :
+ if k==1 or n/(k-1) > 2 :",control_flow
"-     for i in range(lenT - 1):
+     for i in range(lenT):",expression
"- h,a=divmod(int(input()),3600)
+ h,a=divmod(int(input()), 3600)
- print(""{}:{}:{}"").format(h,m,s)
+ print(""{}:{}:{}"".format(h,m,s))",call
"- a, b = [int(x) for x in input.split()]
+ a, b = [int(x) for x in input().split()]",call
- print(candis),call
"- a,b = map(int,input())
+ a,b = map(int,input().split())",call
"-     A[a] += 1
+     A_[a] += 1
+ ",identifier
"+ 
- if 4*a*b < (c-a-b)*(c-a-b):
+ if 4*a*b < (c-a-b)**2 and (c-a-b) > 0:",control_flow
+ l.append(cnt),call
"-     print(s-a[p]+x)
+     print(s-a[p-1]+x)",expression
"-                 A[k]+=l[y][k]
+                 A[k]+=l[y][k+1]",expression
"- k = n * b // (r+b)
+ k = n // (r+b) * b",expression
"- print(S+T)
+ print(T+S)",expression
"- M = sorted(M)
+ M = sorted(M,reverse=True)",call
"- print(num * math.pi)
+ print(2 * num * math.pi)",expression
"+ B=sorted(B)
+ ",assignment
+ X = abs(X),assignment
- print(mod),call
"- print(min(a//b, c))
+ print(min(b//a, c))",expression
"-     height = H[i-1]
+     height = H[i]",expression
"- if ""A"" and ""B"" in S:
+ if ""A"" in S and ""B"" in S:",control_flow
+     exit(0),call
"- w = list(map(int, input()))
+ w = list(map(int, input().split()))
-     
+ ",call
- print(a),call
+ count=0,assignment
"- print(graph)
+ #print(graph)",call
"-     house[b-1][f-1][r-1] = v
+     house[b-1][f-1][r-1] += v",assignment
"- print(x,y)",call
"- print(a * 3.1415)
+ print(a * 2* 3.1415)",expression
"- print(li.index(x))
+ print(li.index(x)+1)",expression
"- r, g, b = map(int,input())
+ r, g, b = map(int,input().split())
-     print(f'YES')
+     print('YES')
-     print(f'NO')
+     print('NO')",call
"+ import decimal
- b = float(B)
+ b = decimal.Decimal(B)",assignment
+ a=int(a),assignment
+         break,control_flow
-     print(ps),call
-     print(ttt),call
"- n //= 500
+ n %= 500",expression
+ print(ans),call
"- print(sum([1/float(a) for a in input().split()]))
+ print(1 / sum([1 / float(a) for a in input().split()]))",expression
"+         n -= 1
-         res = s[n % 26 - 1] + res
+         res = s[n % 26] + res",expression
"- sort(l)
+ l.sort()",call
"-     print(res.index(res_1[i]))
+     print(res.index(res_1[i])+1)",expression
"- ls = [_a % MOD // a % MOD for a in a_ls]
+ ls = [_a // a for a in a_ls]",expression
"- a.sort
+ a.sort()",call
- print(sortie),call
"- print(min(sum([1 for i in range(1, N) if S[i] == S[i-1]]) + K * 2, N))
+ print(min(sum([1 for i in range(1, N) if S[i] == S[i-1]]) + K*2, N-1))",expression
"- temp = int(P**(1/N))
+ temp = int(P**(1/N)+0.5)",assignment
"-     T[P[i][0] - 1] += temp
+     T[P[i][0] - 1] = temp",assignment
"- 
+ y = 0
+ z = 0",assignment
- print(bingo),call
+ price = int(price),assignment
"- 
+  
- 
+  
-         print(d)
- ",call
"- a = [int(i) for i in input().split]
+ a = [int(i) for i in input().split()]
- b = [int(i) for i in input().split]
+ b = [int(i) for i in input().split()]",call
"- print(d)
+ #print(d)",call
"-     c = (total-ans[i])//2
+     c = (total-2*ans[i])//2",assignment
"-     N = int(S[i:3])
+     N = int(S[i:i+3])",assignment
"- if a == b == same:
+ if a == b == same > 0:",control_flow
"- v = W-V
+ v = V-W",expression
"- y = [l for l in a if l >=s]
+ y = [l for l in a if l >=s/4/m]",assignment
"- inf = 10 ** 18
+ inf = 10 ** 18 + 1",assignment
+ a = 0,assignment
"- for i in range(0, N-1):
+ for i in range(0, N):",expression
+ ans = 0,assignment
"-     ans = pow(2*num1*num2,1,mod)
+     ans = pow(num1*num2,1,mod)",expression
"- n,m = list(map(int,input().split))
+ n,m = list(map(int,input().split()))
-   ",call
"-     aa = gcd(aa, A[i]+1)
+     aa = gcd(aa, A[i+1])",call
"- li2=[4*c-2*a-b,2*c-b,2*a+b-2*c]
+ li2=[4*c-2*a-b,c,2*a+b-2*c]",expression
"- 
+ import math
- if l<r:
+ 
+ if t>0 and l<r:",control_flow
"- if c== ['a'|'i'|'u'|'e'|'o']:
+ if c in ['a','i','u','e','o']:",control_flow
"- 
+  
- 
+  
- 
+  
-   print(YES)
+   print(""YES"")
-   print(NO)
+   print(""NO"")",call
"- if n==1 and m==1:
+ if n==1 or m==1:",control_flow
"-     print(footprint_L[k])
+     print(footprint_L[k]+1)",expression
"- 
- print(s)",call
"- for i in range(N):
+ for i in range(1, N+1):",call
"- else:
+ else:  
-   
-     if A*n>=B:
+     if A*n-n+1>=B:",control_flow
"- print(3*input()**2)
+ print(3*(int(input())**2))",call
"-         print(i)
+         ",call
"- if N >= M - 1:
+ if N >= M:",expression
- break,control_flow
"-     print(x+2)
+     print(2*x+2)
-     print(x+1)
+     print(2*x+1)
-     print(x)
+     print(2*x)",expression
"-                 result[p//2-1] = 1
+                 result[p//2-1] += 1
-                 result[p//2-1] = 6
+                 result[p//2-1] += 6
-                 result[p//2-1] = 3
+                 result[p//2-1] += 3",assignment
"- 
+ a.sort()",call
"-         if a>1 and a%2:
+         if  a%2:",control_flow
"-   print(0,str(b-a+k))
+   print(0,str(b-k+a))",expression
"- n = 1000 - n
+ n = (1000 - n )%1000",assignment
"- print(math.ceil(n / min(k)))
+ print(math.ceil(n / min(k)) + 4)",expression
"- ans = 100 * 100 + 100
+ ans = 10 ** 6",expression
- 		print(ans),call
+ p=1,assignment
"- dp=[10**5]*n
+ dp=[10**5]*(n+1)
- print(dp[n+1])
+ print(dp[n])",expression
"-     cost += (s[i] != s[n - i])
+     cost += (s[i] != s[n - i - 1])",expression
"- #if k <= 1 or b <= a + 2 or k <= a + 1:
+ if k <= 1 or b <= a + 2 or k < a + 1:
- if k <= 1 or b <= a + 2:",control_flow
"-   a += 1
+   a -= 1",expression
- print(temp_sum),call
"-   tmp += (N - np.searchsorted(L, x//neg, side='left')).sum()
+   tmp += (N - np.searchsorted(L, -(-x//neg), side='left')).sum()",call
"-     for i in range(N):
+     for i in range(N+1):
-         for j in range(N-i+1):
+         for j in range(N+1-i):",expression
"- n,m = map(int, input.split())
+ n,m = map(int, input().split())",call
"-   a/=10
+   a//=10",expression
"+ 
+ 
+ 
- print(list[int(K)])
+ print(list[int(K) -1])",expression
"- print(max(a,b) + max(max(a,b), min(a,b)))
+ print(max(a,b) + max(max(a,b)-1, min(a,b)))",expression
+          exit(),call
"-     if beforeCity != curCity:   cityCnt = 1
+     if beforeCity != curCity:
+         cityCnt = 1
+     beforeCity = curCity",assignment
"- ans = N - i + 1-2
+ ans = N - i + 1",expression
"- print(dish_min)
+ ",call
"- if b <= c:
+ if b <= c or d<=a:",control_flow
- print(dic),call
-     print(p),call
"- x=len(X)
+ x = len(X)
- y=len(Y)
+ y = len(Y)
- if k <= x:
+ if k <= x-1:",control_flow
"- if N!=1:
+ if not N&1:",control_flow
+ n.sort(),call
"- print(grid)
+ #print(grid)",call
+     l.append(w),call
"+ alph = alphStr.index(c)
- print(alphStr.index(c)[alph+1])
+ print(alphStr[alph+1])",call
"-         if d[s]==1:
+         if d[s]>0:",control_flow
"-   if x<=b:
+   if b-a<=x:",control_flow
-     print (i),call
"-     res += 3 * dp2[M]
+     res -= 3 * dp2[M]",expression
"-     score*=A[i]
+     score+=A[i]
-     score//=A[i-K]
+     score-=A[i-K]
-     score*=A[i]
+     score+=A[i]",expression
"- for x in range(101):
+ for x in range(1,101):
-     for y in range(101):
+     for y in range(1,101):
-         for z in range(101):
+         for z in range(1,101):",call
"- print(n // h)
+ print((n -1) // h + 1)",call
"- if g:
+ if g!=1:",control_flow
"-         s = sum([i // l for i in a])
+         s = sum([(i-1) // l for i in a])
- ",call
"-     s=s and a
+     s=s & a",assignment
"-   if a*b<(c-a-b)**2:
+   if 4*a*b<(c-a-b)**2:",control_flow
"-         count_wa[i-1] = 0
+         count_wa[i] = 0",expression
"+             break
+     ",control_flow
"-         Yen_Counter = Shop_List[i][0]*Shop_List[i][1]
+         Yen_Counter += Shop_List[i][0]*Shop_List[i][1]",assignment
"- print(r,g,b,ans)
+ print(ans)",call
"- m = min(B,N)
+ m = min(B-1,N)",assignment
"-     print(sum(r[x + y:]))
+     print(sum(r[:x + y]))",call
"- print(max(0,max(s.count(l[i]) - t.count(l[i]) for i in l)))
+ print(max(0,max(s.count(i) - t.count(i) for i in l)))",call
"-     if h == 1:
+     if h == 1 or w == 1:",control_flow
"-   print(Yes)
+   print(""Yes"")
-   print(No)
+   print(""No"")",call
-     print(b),call
"+  
+ N,M = map(int,input().split()) 
+  
+ AC = np.array([0]*N)
+ WA = np.array([0]*N)
+  
+ for i in range(M):
+     p,S = input().split()
+     
+     if AC[int(p)-1] ==0 and S == ""WA"":
+        WA[int(p)-1] += 1
+     else:
+         AC[int(p)-1] = 1
- N, M = map(int, input().split())
- 
- AC = np.array([0]*N) # 正解を入れる箱
- WA = np.array([0]*N) # 不正解を入れる箱
- 
- for _ in range(M):
-     p, S = input().split()
-     
-     if AC[int(p)-1] ==0 and S == ""WA"": # まだ「正解が出てない & 不正解」
-         WA[int(p)-1] += 1              # なら不正解の箱に＋１
-     else:
-         AC[int(p)-1] = 1               # それ以外は正解の箱に１
-     
- print(sum(AC), sum(WA))
+ print(sum(AC),sum(AC*WA))",identifier
"- a,b,c = map(int, input().strip())
+ a,b,c = map(int, input().strip().split())",call
- print(score_list),call
"- b = a*math.pi
+ b = 2*a*math.pi",assignment
"-         print(int(a*(1/b)))
+         print(int(a*((b-1)/b)))",call
"- print(s,a,b)
+ print(s)",call
"- elif a == b or b == c:
+ elif a == b or b == c or a == c:",control_flow
"- if p == 2 or 5:
+ if p == 2 or p == 5:
+ ",control_flow
"- s, t = map(input().split())
+ s, t = map(str, input().split())",call
"+ #n = int(input())
+ 
+ #values = [int(i) for i in input('Enter some values: ').split()]   
-           total = i*500 + j*100 + k*50
+           total = i*500 + j*100 + k*50          
-           print(total)
-                         
+             
+             ",call
"-     if i >= 10**18:
+     if ans > 10**18:",control_flow
+ k.append(now),call
+ x = abs(x),assignment
+       exit(),call
"- k=k*(k+1)//2
+ k=k*(k+1)*3//2
- l=l*(l+1)//2
+ l=l*(l+1)*5//2
- m=m*(m+1)//2
+ m=m*(m+1)*15//2",assignment
"- 
+  
+     break",control_flow
"-          result = result * x
+         result = result * x
-          if result == 0:
+         if result == 0:
-              return 0
+              return 0 
-          if result > 10**18:
+         if result > 10**18:
+ l.sort()",call
"- a.sorted()
+ a.sort()
- d.sorted()
+ d.sort()",identifier
"- al.sort()[::-1]
+ al.sort()
+ al = al[::-1]",assignment
"-     if S[i] == A and S[i+1] == B and S[i+2] == C:
+     if S[i] == ""A"" and S[i+1] == ""B"" and S[i+2] == ""C"":",control_flow
"+ a,b=map(int,input().split());c=[a,b,a-1,b-1];c.sort();print(sum(c[-2:]))
- a,b=map(int,input())
- c=[a,b,a-1,b-1];c.sort()
- print(sum(c[-2:]))",call
"- a, b = map(int, input().split)
+ a, b = map(int, input().split())
- print(math.ceil((b-1)/(a-1)))
+ print(math.ceil((b - 1) / (a - 1)))",call
"- print(sum(dif[:M-N]) if N - M > 0 else 0)
+ print(sum(dif[:M-N]) if M-N > 0 else 0)",expression
"-     C = (a for a in A if a < 0)
+     C = tuple(a for a in A if a < 0)",call
"- x, y = map(str, input())
+ x, y = map(str, input().split())",call
"-   K *= (K-1)
+   ans *= (K-1)",identifier
"+       if j<n:
-       ans1=s-[j]
+         ans1=s-b[j]",control_flow
"- # print_tmp(A)
+ print_tmp(A)
- # print_tmp(A)",call
"- for i in range(N-K-1):
+ for i in range(N-K):",expression
"- print(entrance, remain)
+ #print(entrance, remain)",call
"- l = list(map(int, input()))
+ l = list(map(int, input().split()))",call
+             exit(),call
"- if N % 2 == 0 and S[:N] == S[N:]:
+ if N % 2 == 0 and S[:N//2] == S[N//2:]:",control_flow
"+     try:
-     if data[i] != memory:
+         if data[i] != memory:
-         memory=data[i]
+             memory=data[i]
-         i+=1             
+             i+=1             
-     else:
+         else:
-    
-         memory=data[i:i+2]
+             memory=data[i:i+2]
-         i+=2
+             i+=2
+     except:
+         break",control_flow
"-   lis.append(b)
+   lis.append(0-b)
-   print(i[2])
+   print(i[2]+1)",expression
"-         
-     print(hs,d)",call
-     print(True),call
"-   
- print(l)",call
"- if B<=A<=C or A<=C<=B:
+ if B<=C<=A or A<=C<=B:",control_flow
+   print('Possible'),call
- 	print(dp),call
"-         if N[i] != 0:
+         if N[i] != ""0"":",control_flow
"-         y = (N - B + 1) + (- A + B + 1)//2
+         y = (N - B) + (- A + B + 1)//2",expression
+             prev = 0,assignment
"- # n = int(input()
- print(i)",call
"-     tmpsum += a[(i+1)*t-1]
+     tmpsum += r[(i+1)*t-1]
-   diff = a[i]-tmpsum
+   diff = (a[i]-tmpsum)%2
+ #   print("" "".join(map(str,r)))
+ ",identifier
+     b=i,assignment
"- N = int(input)
+ N = int(input())
- 
+  
- 
+  
- 
+  
- 
+  ",call
"- k = int(input())
+ k = int(input()) - 1",assignment
-     print(ban),call
"- ub = int(pow(a, 0.5))
+ ub = int(pow(a, 0.5)) + 1",assignment
+ print('Yes'),call
"- S, W = map(int, read())
+ S, W = map(int, read().split())
- 
-     ",call
- print(c),call
"- if (abs(a-b)<=v-w*T):
+ if (abs(a-b)<=(v-w)*T):",control_flow
"- print(chr(ord(s))+1)
+ print(chr(ord(s)+1))",call
"- for i in intertools.product(range(2), N):
+ for i in itertools.product(range(2), repeat=N):",identifier
"- a.reverse()
- 
+  ",call
"- print(ab)
+ #print(ab)",call
"- t.sort()
+ t.sort(reverse=True)",call
"-     print(a ** 100 * 101)
+     print(100 ** a * 101)
-     print(a ** 100 * b)
+     print(100 ** a * b)",expression
"- b = {}
+ b = []
-   b.add((a[i], i+1))
+   b.append((a[i], i+1))",identifier
"- int(input())
+ n=int(input())
+         t+=3
+     elif a < b:
-     elif a < b:
-         t+=3",identifier
+         exit(),call
+ ans ='None' ,assignment
"-   print(Yes)
+   print(""Yes"")
-   print(Yes)
+   print(""Yes"")",call
"- print(dp-1)
+ print(dp[-1])",call
"-     for i in range(1,N+1):
+     for i in range(1,N):",expression
"- for i in range(n+1):
+ for i in range(n):",expression
"- dic = ()
+ dic = set()",call
"- print(v,c)",call
"+ 
- for i in range(1,n-1):
+ for i in range(1,n):",expression
"-         print(0)
+         ans = 0",call
"- if X+Y%3 != 0:
+ if (X+Y)%3 != 0:",control_flow
"- for idx in range(N-1):
+ for idx in range(N):",expression
"-             tmp ^= A[j-1]
+             tmp ^= B[j-1]",identifier
"- print(rslt)
+ print(*rslt)",call
"- k -= (a + b)
+ k -= a + b
- if k - b > 0:
+ if k > 0:
-   ans -= c - k
+   ans -= k",expression
-   print(p),call
"-     check = [num for num in range(max(D_lead), min(D_tail)+1)]
+     check = [num for num in range(max(D_lead), min(D_tail))]",expression
"-         print(b[i])
+         print(i)",call
"-   if(m<=p[i]):
+   if(a>=p[i]):",control_flow
"-     Q = [0 for i in range(N+1)]
+     Q = [0 for i in range(N)]
-         Q[P[i]] = i
+         Q[P[i]-1] = i",expression
"- if A[M]>=sum(A)/(4*M):
+ if A[M-1]>=sum(A)/(4*M):",control_flow
"-       ans+=f-ans%f+c
+       ans+=f-ans%f",expression
"- a='2020/03/30'
+ a=str(input())",call
"- print(sum(l)+max(l)**k-max(l))
+ print(sum(l)+max(l)*(2**k)-max(l))",call
"- 
- # print(n,m,x_l)
- 
- # print(dic)
+ 
- for i in range(n+1):
+ for i in range(1,n+1):
-         continue
+         print(0)",call
"-     pass
+     main2()",call
"-         marker2 = b - (n - b%n)
+         marker2 = b - (b%n)",expression
"- while(x != 0):
+ while(x != ""0""):",control_flow
"-         print('Yes')
+         print(""OK"")
-     else:
+ else:
-         print('NG')
+     print('NG')
-         break",control_flow
+     exit(),call
"- for i in range(K+1):
+ for i in range(1,K+1):
-   for j in range(K+1):
+   for j in range(1,K+1):
-     for l in range(K+1):
+     for l in range(1,K+1):
-       
+ ",call
"-             ans = min(num + (G - score) // ((not_completed_max + 1) * 100), ans)
+             ans = min(num + (G - score - 1) // ((not_completed_max + 1) * 100) + 1, ans)",assignment
"- print(sum(a[::2] - sum(a[1::2])))
+ print(sum(a[::2]) - sum(a[1::2]))",call
"- if (B-A)<=2*K:
+ if (B-A+1)<=2*K:",control_flow
"-         print(k)
+         print(k+1)",expression
- print(lis2),call
"- print(a - 1 * b - 1)
+ print((a - 1) * (b - 1))",call
"-     acc = list(accumulate(b_c_cnt[::-1]))[::-1]
+     acc = list(accumulate(b_c_cnt[::-1]))[::-1] + [0]",assignment
"-   print(a)
+   print(n*a)",expression
"- for i in range(1, len(sorted_seq)):
+ for i in range(len(sorted_seq)):",call
"-     a[i] -= s
+     a[i+1] -= s",expression
"- m = ''.join(sorted(m))
+ m = ''.join(sorted(m, reverse = True))",call
-     print(ans),call
"+             continue
-     else:
+             continue
-         a=a*(min(T[i],A[i]))%(10**9+7)
+     a=(a*min(T[i],A[i]))%(10**9+7)",control_flow
"-     elif a == 0:
+     elif a == 0 and b > 0:",control_flow
"-         s.append(i*j)
+         s.append(d[i]*d[j])
-         ",call
"-         time = time-AB[i][0]
+         time = time-AB[i-1][0]
+ 
+ ",assignment
+ maxA = max(A),assignment
"-         print(l, r)",call
"- A,B=map(input().split())
+ A,B=map(int,input().split())",call
"- blist = list([int(i)-1 for i in sys.stdin.readline().split()])
+ blist = list([int(i) for i in sys.stdin.readline().split()])
-     tmp = list([int(i)-1 for i in sys.stdin.readline().split()])
+     tmp = list([int(i) for i in sys.stdin.readline().split()])",expression
"- t.reverse()
+ t.sort(reverse=True)",identifier
"- if z > 180: z = z-180
+ if z > 180: z = 360 - z",expression
"- print(grid)
+ #print(grid)",call
+ X = abs(X),assignment
"+   if flag==False:
-   for j in range(N//7+1):
+     for j in range(N//7+1):
-     if 4*i+7*j==N:
+       if 4*i+7*j==N:
-       print(""Yes"")
+         print(""Yes"")
-       flag=True
+         flag=True
-       break
+         break
+ ",control_flow
"- if 0 not in dic or dic[0]>1:
+ if d[0]!=0 or dic[0]>1:",control_flow
+   ans = 0,assignment
"+ # print(C)
- print(max(s, 1), min(9, s + C[-1]))
+ print(max(s, 1), s + C[-1])",call
+ x.sort(),call
"-   i = int(n[:-1])
+   i = int(n[-1:])",call
"- elif N < 10 :
+ else :
-   print(100*(10-N))
+   print(R+100*(10-N))",expression
"-     st.add(i)
+     st.add(a[i])",call
"-     for j in range(2,(M+1)//i+1):
+     for j in range(2,(M)//i+1):
+ 
+ 
+ 
+ 
+ 
+ 
+ 
+ 
+ 
+ ",expression
"-     print(Comb(K-1,i-1)*Comb(N-K+1,i))
+     print(Comb(K-1,i-1)*Comb(N-K+1,i)%mod)",expression
"-         
+ 
+ binary.reverse()
+ ",call
"- print(max(h2*60+m2 - h1*60+m1 - k, 0))
+ print(max((h2*60+m2) - (h1*60+m1) - k, 0))",call
"- print(cnt)
- ",call
"-         AL[i+1] = AL[i+1] - AL[i] - BL[i]
+         AL[i+1] = AL[i+1] - BL[i] + AL[i]",expression
"- for char_i in range(len(chars)):
+ for char_i in range(1, len(chars)):
-   else:
-     continue",call
"- cord = ""1233""
+ cord = list(input())",call
"-     for j in range(1, n):
+     for j in range(1, n+1):
- for i in range(n):
+ for i in range(1,n+1):",call
